,Name,Rating,Reviews,About_Locations,Avg_salary,TotalJobs
9470,Azkka Pharmaceuticals,4.6,(113),Pharma | Ahmedabad +21 other locations,159,--
9471,Aagna Global Solutions,3.4,(113),BPO | Chennai +5 other locations,265,--
9472,IND-SPHINX PRECISION,4.2,(113),Industrial Machinery | Solan +5 other locations,400,--
9473,HumanHire Corp.,4.6,(113),IT Services & Consulting | Jaipur +2 other locations,42,1
9474,Lohia Auto Industries,4.0,(113),Automobile | Kashipur +12 other locations,450,--
9475,U&D Square Solutions,3.7,(113),IT Services & Consulting | Pune +2 other locations,292,--
9476,Kamal Ced Solution,4.2,(113),Gurugram +13 other locations,375,--
9477,Oswal Woollen Mills,4.0,(113),Fashion & Textile | Ludhiana +6 other locations,421,--
9478,Associative,4.9,(113),Software Product | Pune,51,--
9479,IBCC Industries,4.0,(113),Ahmedabad +12 other locations,392,--
9480,Quale Infotech,4.4,(113),IT Services & Consulting | New Delhi +9 other locations,140,--
9481,Shriji Polymers,3.9,(113),Packaging | Ujjain +7 other locations,465,2
9482,Vijay Raja Homes,4.1,(113),Real Estate | Chennai,483,12
9483,Statcon Energiaa,4.1,(113),Electronics Manufacturing | Noida +12 other locations,510,1
9484,2050 Healthcare,3.1,(113),Healthcare | Bengaluru +21 other locations,306,--
9485,Drip Capital,3.3,(113),FinTech | Mumbai +4 other locations,542,28
9486,NASSCOM,3.6,(113),IT Services & Consulting | New Delhi +23 other locations,642,10
9487,Loylty Rewardz Mngt,3.7,(113),Software Product | Mumbai +7 other locations,961,--
9488,Stratogent Technology Services,3.1,(113),IT Services & Consulting | Bengaluru +2 other locations,714,7
9489,Highly Electrical Appliances India,3.6,(113),Electrical Equipment | Ahmedabad +5 other locations,608,4
9490,Lansum Properties,4.0,(113),Real Estate | Hyderabad +2 other locations,436,24
9491,Rathi Transpower,3.8,(113),Industrial Machinery | Pune +5 other locations,508,--
9492,Parsvnath Developers,2.7,(113),Real Estate | New Delhi +10 other locations,396,1
9493,Beetel Teletech,3.8,(113),Telecom | Gurugram +19 other locations,485,--
9494,Archies,3.2,(113),Retail | New Delhi +25 other locations,536,7
9495,DELLA LEADERS CLUB,4.6,(113),IT Services & Consulting | Mumbai +4 other locations,123,22
9496,BARSYL,3.9,(113),Railways | Hyderabad +19 other locations,348,75
9497,Vardhman Acrylics,3.6,(113),Fashion & Textile | Bharuch +10 other locations,543,--
9498,Gini & Jony,3.1,(113),Fashion & Textile | Mumbai +24 other locations,433,--
9499,TopSource,3.7,(113),Other | Pune +2 other locations,335,--
9500,Oswal Woollen Mills,4.0,(113),Fashion & Textile | Ludhiana +6 other locations,421,--
9501,Kamal Ced Solution,4.2,(113),Gurugram +13 other locations,375,--
9502,Statcon Energiaa,4.1,(113),Electronics Manufacturing | Noida +12 other locations,510,1
9503,Associative,4.9,(113),Software Product | Pune,51,--
9504,U&D Square Solutions,3.7,(113),IT Services & Consulting | Pune +2 other locations,292,--
9505,Drip Capital,3.3,(113),FinTech | Mumbai +4 other locations,542,28
9506,NASSCOM,3.6,(113),IT Services & Consulting | New Delhi +23 other locations,642,10
9507,Vijay Raja Homes,4.1,(113),Real Estate | Chennai,483,12
9508,NDTV Network,3.4,(113),Broadcasting | New Delhi +8 other locations,600,--
9509,Digitas,3.6,(113),Marketing & Advertising | Mumbai +10 other locations,871,--
9510,AddWeb Solution,4.4,(113),IT Services & Consulting | Ahmedabad +2 other locations,172,20
9511,Lyka Labs,3.7,(114),Pharma | Ankleshwar +16 other locations,485,--
9512,T.R. Sawhney Motors,3.9,(113),Automobile | New Delhi +18 other locations,342,--
9513,Avians Innovations Technology,3.7,(113),Building Material | Pune +12 other locations,544,4
9514,TaeguTec,4.1,(113),Industrial Machinery | Bengaluru +10 other locations,486,--
9515,Parekh Group,3.7,(113),Logistics | Mumbai +25 other locations,606,5
9516,Stratogent Technology Services,3.1,(113),IT Services & Consulting | Bengaluru +2 other locations,714,7
9517,City Corporation Ltd (Amanora),3.9,(113),Real Estate | Pune +10 other locations,539,17
9518,Vahdam Teas,4.0,(113),Beverage | Noida +6 other locations,500,5
9519,Kich Architectural Products,3.7,(113),Building Material | Rajkot +24 other locations,381,7
9520,Avians Innovations Technology,3.7,(113),Building Material | Pune +12 other locations,544,4
9521,Lyka Labs,3.7,(114),Pharma | Ankleshwar +16 other locations,485,--
9522,Vahdam Teas,4.0,(113),Beverage | Noida +6 other locations,500,5
9523,Avantel,3.8,(113),Hardware & Networking | Visakhapatnam +5 other locations,569,1
9524,Kich Architectural Products,3.7,(113),Building Material | Rajkot +24 other locations,381,7
9525,Chetana Publications,3.0,(113),Printing & Publishing | Mumbai +18 other locations,348,--
9526,The Good Glamm Group,3.2,(113),IT Services & Consulting | New Delhi +10 other locations,620,--
9527,JK Organisation,3.9,(113),Auto Components | New Delhi +31 other locations,580,--
9528,DiTech Process Solutions,3.4,(113),Printing & Publishing | Mumbai +9 other locations,341,1
9529,Pixis,3.7,(113),Internet | Bengaluru +3 other locations,651,1
9530,Noida International University,3.2,(113),Education & Training | Noida +6 other locations,467,--
9531,IT Convergence,3.2,(113),IT Services & Consulting | Hyderabad +2 other locations,859,--
9532,City Corporation Ltd (Amanora),3.9,(113),Real Estate | Pune +10 other locations,539,17
9533,ekincare,3.1,(113),Healthcare | Hyderabad +6 other locations,580,11
9534,Stonemen Crafts,3.9,(113),Furniture & Furnishing | Agra +7 other locations,474,2
9535,Geekyants Software,3.3,(113),IT Services & Consulting | Bengaluru +4 other locations,985,66
9536,Belden,3.8,(114),Industrial Machinery | Pune +8 other locations,779,8
9537,The Walt Disney Company,4.3,(113),Media & Entertainment | Mumbai +15 other locations,1k,2
9538,Breach Candy Hospital Trust,4.4,(113),Healthcare | Mumbai +5 other locations,360,10
9539,Veremax Technologie Services,3.5,(112),IT Services & Consulting | Chennai +23 other locations,420,16
9540,Seven Seas Hotel,2.9,(112),Hospitality | New Delhi +4 other locations,372,--
9541,GlobalHunt,3.1,(112),Recruitment | New Delhi +12 other locations,702,--
9542,Saudi Arabian Airlines,3.9,(112),Aviation | Mumbai +16 other locations,275,--
9543,DP Chocolates,4.1,(112),Food Processing | Baddi +13 other locations,460,--
9544,Jamia Millia Islamia,4.5,(112),Education & Training | New Delhi +7 other locations,364,--
9545,Unimark Remedies,3.4,(112),Pharma | Vapi +11 other locations,333,--
9546,Chanakya IAS Academy,2.9,(112),Education & Training | New Delhi +22 other locations,367,8
9547,Mojj Engineering Systems,3.7,(112),Financial Services | Pune +5 other locations,466,--
9548,Prodocs Solutions,3.5,(112),Mumbai +3 other locations,302,2
9549,Funfirst Global Skillers,4.3,(112),EdTech | Mumbai +20 other locations,256,10
9550,BMD Private Limited,3.7,(112),Engineering & Construction | Banswara +12 other locations,449,--
9551,India Kawasaki Motors Pvt. Ltd.,3.7,(112),Automobile | Pune +8 other locations,684,--
9552,Spack Automotives,3.3,(112),Greater Noida +11 other locations,478,--
9553,Stallion Laboratories,3.2,(112),Pharma | Ahmedabad +6 other locations,635,--
9554,Classic Legends,2.9,(112),Pune +19 other locations,362,--
9555,Aquera,4.5,(113),IT Services & Consulting | Bengaluru,284,--
9556,Netxcell,3.3,(112),Telecom | Hyderabad +11 other locations,643,4
9557,Vatsal Technosoft,4.5,(112),IT Services & Consulting | Ahmedabad +6 other locations,27,--
9558,Ashwini Hospital,3.2,(112),Healthcare | Cuttack +20 other locations,424,--
9559,Hatch Associates India,3.9,(112),Electronics Manufacturing | Gurugram +3 other locations,580,2
9560,MSL Group,3.4,(112),Marketing & Advertising | New Delhi +19 other locations,535,4
9561,Oswal Infrastructure,3.6,(112),Real Estate | Ahmedabad +11 other locations,442,--
9562,Ingenuity Gaming,3.2,(112),Food Processing | Noida +6 other locations,903,2
9563,AVASO Technology Solutions,3.5,(112),IT Services & Consulting | Sahibzada Ajit Singh Nagar +10 other locations,698,1
9564,Veremax Technologie Services,3.5,(112),IT Services & Consulting | Chennai +23 other locations,420,16
9565,Electrical Manufacturing Company,4.4,(112),Electrical Equipment | New Delhi +36 other locations,434,--
9566,Poddar Tyres,3.7,(112),Auto Components | Ludhiana +17 other locations,368,--
9567,Ramani Ice Cream Co.,3.9,(112),Food Processing | Bhopal +18 other locations,397,--
9568,Veena Developers,3.9,(112),Real Estate | Mumbai +3 other locations,232,8
9569,SIPL,3.8,(112),IT Services & Consulting | New Delhi +38 other locations,648,--
9570,Advance Power Display Systems,4.4,(112),Mumbai +2 other locations,269,10
9571,DNV GL,3.9,(112),"Testing, Inspection and Certification (TIC) | Mumbai +15 other locations",482,--
9572,Meru Accounting,3.6,(112),Ahmedabad +3 other locations,199,--
9573,Gimatex Industries,3.3,(112),Fashion & Textile | Nagpur +10 other locations,528,2
9574,MS Education Academy,3.7,(112),Education & Training | Hyderabad +17 other locations,420,--
9575,HGS TECHNOLOGIES,4.2,(112),IT Services & Consulting | Bengaluru +16 other locations,673,--
9576,VRP Telematics,3.1,(112),Retail | New Delhi +18 other locations,366,8
9577,Finnew Solutions,4.2,(112),FinTech | Bengaluru +30 other locations,489,8
9578,Mohan Spintex,4.0,(112),Fashion & Textile | Vijayawada +6 other locations,528,1
9579,Armed Forces Tribunal,4.9,(112),Government | New Delhi +38 other locations,304,--
9580,Intercraft Trading,4.4,(112),Beauty & Personal Care | Mumbai +21 other locations,274,--
9581,Soffit Infrastructure Services,3.7,(112),Real Estate | Kochi +9 other locations,297,16
9582,Versa Drives,4.2,(112),Electronics Manufacturing | Coimbatore +4 other locations,275,10
9583,Stridely Solutions,3.2,(112),IT Services & Consulting | Ahmedabad +2 other locations,742,2
9584,Mobily Infotech,3.4,(112),Telecom | Bengaluru +4 other locations,839,11
9585,Sentini,3.3,(113),Vijayawada +14 other locations,476,12
9586,FitterFly,3.4,(112),Healthcare | Mumbai +6 other locations,310,--
9587,C3I Solutions,3.2,(112),BPO | Hyderabad +2 other locations,511,--
9588,CISB,3.6,(112),Law Enforcement & Security | Mumbai +34 other locations,396,--
9589,Prabhudas Lilladher,3.2,(112),Financial Services | Mumbai +16 other locations,758,1
9590,JSS Medical Research,2.9,(112),Clinical Research | New Delhi +17 other locations,475,4
9591,Hirotec,3.9,(112),Auto Components | Coimbatore +6 other locations,656,--
9592,East West Seeds,4.4,(112),FMCG | Chhatrapati Sambhajinagar +24 other locations,391,--
9593,Glass Wall Systems,4.1,(112),Engineering & Construction | Mumbai +9 other locations,461,--
9594,Choksi Laboratories,2.7,(112),Pharma | Indore +7 other locations,486,4
9595,Consort Builders,4.4,(112),Real Estate | Chandigarh +14 other locations,388,4
9596,Baazi Games,3.5,(112),IT Services & Consulting | New Delhi +4 other locations,706,--
9597,Knowcraft Analytics,2.8,(112),Financial Services | Ahmedabad +7 other locations,654,10
9598,DY Patil University,3.5,(112),Education & Training | Pune +11 other locations,683,--
9599,Paradigm IT,3.5,(112),IT Services & Consulting | Hyderabad +22 other locations,594,5
9600,XL Laboratories,3.7,(112),Pharma | Bhiwadi +8 other locations,474,--
9601,Aquera,4.5,(113),IT Services & Consulting | Bengaluru,284,--
9602,Prabhudas Lilladher,3.2,(112),Financial Services | Mumbai +16 other locations,758,1
9603,Choksi Laboratories,2.7,(112),Pharma | Indore +7 other locations,486,4
9604,Hirotec,3.9,(112),Auto Components | Coimbatore +6 other locations,656,--
9605,East West Seeds,4.4,(112),FMCG | Chhatrapati Sambhajinagar +24 other locations,391,--
9606,Glass Wall Systems,4.1,(112),Engineering & Construction | Mumbai +9 other locations,461,--
9607,Consort Builders,4.4,(112),Real Estate | Chandigarh +14 other locations,388,4
9608,JSS Medical Research,2.9,(112),Clinical Research | New Delhi +17 other locations,475,4
9609,Spack Automotives,3.3,(112),Greater Noida +11 other locations,478,--
9610,Funfirst Global Skillers,4.3,(112),EdTech | Mumbai +20 other locations,256,10
9611,GOURMET INVESTMENTS,3.9,(112),Hospitality | Mumbai +10 other locations,290,1
9612,Baazi Games,3.5,(112),IT Services & Consulting | New Delhi +4 other locations,706,--
9613,Paradigm IT,3.5,(112),IT Services & Consulting | Hyderabad +22 other locations,594,5
9614,Stallion Laboratories,3.2,(112),Pharma | Ahmedabad +6 other locations,635,--
9615,Knowcraft Analytics,2.8,(112),Financial Services | Ahmedabad +7 other locations,654,10
9616,Credit Information Bureau,3.6,(112),Mumbai +7 other locations,792,--
9617,DY Patil University,3.5,(112),Education & Training | Pune +11 other locations,683,--
9618,Faze Three,3.3,(112),Fashion & Textile | Dadra & Nagar Haveli +12 other locations,614,3
9619,Jeeva Organic,3.6,(112),Pharma | Bhubaneswar +6 other locations,280,3
9620,Classic Legends,2.9,(112),Pune +19 other locations,362,--
9621,BramhaCorp,3.6,(112),Real Estate | Pune +3 other locations,588,3
9622,Baidyanath Minerals,3.7,(112),Metals & Mining | Mumbai +1 other locations,127,14
9623,TRACKS AND TOWERS INFRATECH,3.9,(112),Engineering & Construction | Hyderabad +23 other locations,484,2
9624,LA Technologies,4.0,(112),IT Services & Consulting | Mumbai +9 other locations,338,8
9625,ADA Tech Solutions Private Limited,3.8,(112),BPO | Pune +6 other locations,323,132
9626,Quality Needles,3.6,(112),Medical Equipment | Noida +3 other locations,464,--
9627,Bharat Intern,3.9,(112),Hyderabad +22 other locations,69,--
9628,Aster Pharmacy,3.4,(112),Pharma | Bengaluru +14 other locations,420,--
9629,Sunrise Biztech Systems,3.5,(112),IT Services & Consulting | Bengaluru +3 other locations,498,5
9630,Aamby Valley City,3.8,(111),Real Estate | Pune +7 other locations,325,9
9631,National Corporation for Tourism & Hotels,4.1,(111),Travel & Tourism | Abu Dhabi +12 other locations,209,--
9632,Applied Solar Technologies India,3.6,(111),Internet | New Delhi +18 other locations,448,--
9633,GOOD,4.4,(111),Marketing & Advertising | Bengaluru +30 other locations,243,--
9634,Voltas Beko Home Appliances,3.7,(113),Ahmedabad +13 other locations,491,--
9635,Essel Infraprojects,4.0,(111),Engineering & Construction | New Delhi +21 other locations,464,--
9636,SRM Techsol,4.3,(111),IT Services & Consulting | Lucknow +1 other locations,277,--
9637,IG Defence,4.5,(111),Bhubaneswar +4 other locations,--,--
9638,Forbes Technosys,3.9,(111),IT Services & Consulting | Mumbai +26 other locations,460,--
9639,Kesoram Industries,3.7,(111),Auto Components | Kolkata +23 other locations,522,--
9640,Nijji Healthcare,4.3,(111),BPO | Kolkata +18 other locations,204,--
9641,Udaan Express,4.2,(111),New Delhi +48 other locations,204,--
9642,Central Board of Secondary Education,4.3,(111),Government | New Delhi +38 other locations,536,--
9643,Klizo Solutions,4.5,(111),IT Services & Consulting | Kolkata,129,4
9644,Glowlogics Solutions,4.3,(111),Bengaluru +5 other locations,25,--
9645,Mobicule Technologies,3.1,(111),Software Product | Mumbai +8 other locations,613,6
9646,Sterling E-Mobility Solutions,3.4,(111),Auto Components | Faridabad +5 other locations,419,7
9647,Agrim Housing Finance,4.2,(111),Financial Services | Mumbai +16 other locations,221,2
9648,Atulaya Healthcare,3.7,(111),Healthcare | Chandigarh +14 other locations,373,2
9649,SHREE AMBA INDUSTRIES,3.9,(111),Auto Components | Roorkee +14 other locations,416,--
9650,Raja Software Labs,3.2,(111),IT Services & Consulting | Pune +1 other locations,670,15
9651,Vasant Chemicals,4.1,(111),Chemicals | Hyderabad +4 other locations,404,--
9652,Senrysa Technologies,4.7,(111),IT Services & Consulting | Kolkata +10 other locations,312,1
9653,Information Dynamics,3.5,(111),IT Services & Consulting | Chennai +6 other locations,1.1k,2
9654,TROPICAL AGROSYSTEM (I),4.3,(111),Agro Chemicals | Chennai +35 other locations,309,11
9655,Extinct Fire Engineers,3.9,(111),Industrial Machinery | Mumbai +14 other locations,318,3
9656,TELUS Health,3.8,(111),Recruitment | Gurugram +4 other locations,639,1
9657,Velvex,3.6,(111),Mumbai +32 other locations,47,--
9658,Walmart Labs,3.4,(111),Bengaluru +4 other locations,620,--
9659,EGDK,3.7,(111),Software Product | Mangaluru +1 other locations,259,26
9660,CTA Apparels,3.7,(111),Fashion & Textile | Noida +7 other locations,340,--
9661,CNK & Associates,3.5,(111),Accounting & Auditing | Mumbai +8 other locations,564,--
9662,NICE Actimize,3.3,(115),IT Services & Consulting | Pune +2 other locations,643,--
9663,Rishita Developers,4.1,(111),Real Estate | Lucknow +3 other locations,397,--
9664,Grohe,4.1,(111),Architecture & Interior Design | Gurugram +34 other locations,439,--
9665,Udaipur Cement Works,3.8,(111),Building Material | Udaipur +12 other locations,496,--
9666,Jio Haptik,3.6,(111),Emerging Technologies | Mumbai +8 other locations,727,16
9667,Al Bawani Co.,4.0,(111),Engineering & Construction | Riyadh +7 other locations,196,--
9668,Input Zero Technologies,3.7,(111),Analytics & KPO | Bengaluru +7 other locations,549,12
9669,Avant Garde Industries,4.7,(111),Industrial Machinery | Mumbai +3 other locations,73,1
9670,Techjays,4.3,(111),IT Services & Consulting | Coimbatore +2 other locations,219,--
9671,Huber Suhner Electronics,3.9,(111),Electrical Equipment | Gurugram +6 other locations,509,2
9672,PhillipCapital,3.4,(111),Financial Services | Mumbai +8 other locations,770,6
9673,Affordplan,3.6,(111),FinTech | New Delhi +15 other locations,461,2
9674,Relevel,2.9,(111),Bengaluru +8 other locations,504,--
9675,Affinity Global Advertising,3.0,(111),Marketing & Advertising | Pune +5 other locations,682,25
9676,PNG Jewellers,4.4,(111),Jewellery | Pune +22 other locations,355,9
9677,Bangalore Baptist Hospital,4.4,(111),Healthcare | Bengaluru +1 other locations,345,8
9678,Mahindra Powerol,3.8,(111),Industrial Machinery | Pune +38 other locations,515,--
9679,Outscale Partners,2.1,(129),Gurugram +4 other locations,296,42
9680,National Dairy Development Board,4.0,(111),Food Processing | Anand +22 other locations,444,--
9681,Oriental Rubber Industries,3.2,(111),Petrochemicals | Pune +6 other locations,664,--
9682,Gvr Technolabs,3.7,(111),Engineering & Construction | Bengaluru +28 other locations,440,9
9683,Max Data Entry Services,4.0,(111),BPO | Kolkata +13 other locations,15,--
9684,bluCognition,3.4,(111),IT Services & Consulting | Pune +1 other locations,525,4
9685,Vymo Technologies,2.3,(111),Software Product | Bengaluru +3 other locations,992,10
9686,Interview Kickstart,4.1,(111),Education & Training | Bengaluru +1 other locations,425,39
9687,Blackboard Education and Reseach Foundation,3.6,(111),EdTech | Noida +5 other locations,527,3
9688,City Hospital,4.1,(111),Healthcare | Nagpur +38 other locations,474,--
9689,Globsyn Business School,4.4,(111),Education & Training | Kolkata +1 other locations,229,--
9690,ATS Group,4.0,(111),Engineering & Construction | Pune +13 other locations,830,--
9691,Feat Systems,3.3,(111),Financial Services | Mumbai +6 other locations,327,--
9692,Bop Realty,4.7,(111),Real Estate | Noida +8 other locations,286,8
9693,Paloma Turning,4.0,(111),Bengaluru +6 other locations,380,--
9694,RETAIL HUB SOLUTIONS,4.2,(111),Retail | Mumbai +38 other locations,236,--
9695,TableSpace Technologies,3.1,(111),Real Estate | Bengaluru +7 other locations,516,--
9696,Paradigm Realty,3.7,(111),Real Estate | Mumbai +1 other locations,467,4
9697,Zenith Industrial Rubber Products,3.5,(111),Petrochemicals | Mumbai +13 other locations,499,7
9698,Amalgamations Valeo Clutch,3.5,(111),Auto Components | Chennai +5 other locations,605,--
9699,HH Global,4.0,(111),IT Services & Consulting | Mumbai +11 other locations,1.2k,--
9700,Tata Communications Payment Solutions,3.5,(111),Financial Services | Mumbai +22 other locations,390,--
9701,CTA Apparels,3.7,(111),Fashion & Textile | Noida +7 other locations,340,--
9702,National Dairy Development Board,4.0,(111),Food Processing | Anand +22 other locations,444,--
9703,CNK & Associates,3.5,(111),Accounting & Auditing | Mumbai +8 other locations,564,--
9704,Affinity Global Advertising,3.0,(111),Marketing & Advertising | Pune +5 other locations,682,25
9705,PNG Jewellers,4.4,(111),Jewellery | Pune +22 other locations,355,9
9706,Mahindra Powerol,3.8,(111),Industrial Machinery | Pune +38 other locations,515,--
9707,Gurit India,4.1,(111),Internet | Chennai +8 other locations,483,1
9708,SuperProcure,4.8,(111),Kolkata +5 other locations,276,15
9709,Bangalore Baptist Hospital,4.4,(111),Healthcare | Bengaluru +1 other locations,345,8
9710,VITAE International Accounting Services,3.6,(111),Accounting & Auditing | Coimbatore +2 other locations,558,3
9711,Max Data Entry Services,4.0,(111),BPO | Kolkata +13 other locations,15,--
9712,Gvr Technolabs,3.7,(111),Engineering & Construction | Bengaluru +28 other locations,440,9
9713,Outscale Partners,2.1,(129),Gurugram +4 other locations,296,42
9714,Oriental Rubber Industries,3.2,(111),Petrochemicals | Pune +6 other locations,664,--
9715,bluCognition,3.4,(111),IT Services & Consulting | Pune +1 other locations,525,4
9716,Relevel,2.9,(111),Bengaluru +8 other locations,504,--
9717,Maharashtra Feeds,3.2,(111),Agriculture | New Delhi +17 other locations,385,2
9718,Vymo Technologies,2.3,(111),Software Product | Bengaluru +3 other locations,992,10
9719,Interview Kickstart,4.1,(111),Education & Training | Bengaluru +1 other locations,425,39
9720,Encore Healthcare,3.5,(111),Pharma | Chhatrapati Sambhajinagar +12 other locations,363,--
9721,ERGOS,3.2,(111),Internet | Bengaluru +20 other locations,478,5
9722,L&T SuFin,3.4,(110),Internet | Mumbai +37 other locations,321,--
9723,Maven Wave Partners,4.0,(110),IT Services & Consulting | Gurugram +4 other locations,493,4
9724,Varian Medical Systems,3.7,(110),Medical Equipment | Pune +7 other locations,787,--
9725,Jocata Financial Advisory and Technology,3.2,(110),Financial Services | Hyderabad +4 other locations,933,--
9726,Modern Construction Company,3.2,(110),Engineering & Construction | New Delhi +23 other locations,423,--
9727,Absolutelabs,4.3,(110),IT Services & Consulting | Hyderabad +3 other locations,128,5
9728,Sobha Projects and Trade,4.2,(110),Engineering & Construction | Bengaluru +10 other locations,573,--
9729,Kanchan Metals,4.1,(110),Industrial Machinery | Greater Noida +7 other locations,432,--
9730,Le Marche,3.1,(110),Retail | New Delhi +3 other locations,386,2
9731,RSP Design Consultants,3.9,(110),Architecture & Interior Design | Bengaluru +14 other locations,605,--
9732,J&K Bank,3.9,(110),Banking | Srinagar +24 other locations,316,--
9733,Sembcorp Marine,4.4,(110),Industrial Machinery | Singapore +10 other locations,248,--
9734,Lark Laboratories (I),2.9,(110),Pharma | Bhiwadi +13 other locations,330,--
9735,G Plast,3.4,(110),Industrial Machinery | Coimbatore +2 other locations,530,45
9736,Mangalore Refinery and Petrochemicals,4.3,(110),Oil & Gas | Mangaluru +9 other locations,612,--
9737,SAGE Automation,4.1,(110),Industrial Automation | Pune +1 other locations,214,7
9738,Vinsys IT Services India Limited,3.4,(110),Education & Training | Pune +6 other locations,637,8
9739,anovIP,3.3,(110),Legal | New Delhi +4 other locations,334,5
9740,Tanisha Systems,2.8,(110),IT Services & Consulting | Noida +3 other locations,677,--
9741,21K School,3.5,(110),EdTech | Bengaluru +9 other locations,259,--
9742,iB Arts,3.6,(110),IT Services & Consulting | Kolkata +2 other locations,167,1
9743,Aashman Foundation,3.7,(110),New Delhi +15 other locations,149,--
9744,N R Agarwal Industries,3.6,(110),Pulp & Paper | Vapi +6 other locations,446,--
9745,New Horizon College of Engineering,3.6,(110),Education & Training | Bengaluru +2 other locations,337,--
9746,Indian Red Cross Society,3.9,(110),Non-Profit | Ahmedabad +59 other locations,274,--
9747,Stanley Engineered Fastening,3.9,(110),Industrial Machinery | Chennai +9 other locations,550,--
9748,Autocal Solutions,3.9,(110),Clinical Research | Mumbai +15 other locations,380,--
9749,Winsome Textile Industries,3.6,(110),Fashion & Textile | Baddi +8 other locations,511,2
9750,Bnk Power Solution,3.8,(110),Power | Nagpur +27 other locations,370,3
9751,Maharashtra State Power Generation Company,4.1,(110),Power | Nagpur +16 other locations,212,--
9752,Lakshmi Hyundai,3.5,(110),Automobile | Hyderabad +7 other locations,427,--
9753,Modern Construction Company,3.2,(110),Engineering & Construction | New Delhi +23 other locations,423,--
9754,Jocata Financial Advisory and Technology,3.2,(110),Financial Services | Hyderabad +4 other locations,933,--
9755,Lark Laboratories (I),2.9,(110),Pharma | Bhiwadi +13 other locations,330,--
9756,Absolutelabs,4.3,(110),IT Services & Consulting | Hyderabad +3 other locations,128,5
9757,Sobha Projects and Trade,4.2,(110),Engineering & Construction | Bengaluru +10 other locations,573,--
9758,Mangalore Refinery and Petrochemicals,4.3,(110),Oil & Gas | Mangaluru +9 other locations,612,--
9759,G Plast,3.4,(110),Industrial Machinery | Coimbatore +2 other locations,530,45
9760,Le Marche,3.1,(110),Retail | New Delhi +3 other locations,386,2
9761,Farbe Firma Private Limited,3.5,(110),Pharma | Ankleshwar +3 other locations,336,8
9762,Star Agriwarehousing and Collateral Management,3.6,(110),Agriculture | Mumbai +33 other locations,397,--
9763,BBD University,3.6,(110),Financial Services | Lucknow +3 other locations,293,10
9764,BYD India,3.3,(110),Automobile | Chennai +13 other locations,631,11
9765,RED CHIEF,4.0,(113),Retail | Kanpur +40 other locations,299,--
9766,Dexian DISYS,3.3,(111),IT Services & Consulting | Chennai +9 other locations,662,24
9767,VProtect,3.2,(110),Gurugram +8 other locations,335,--
9768,Optimus Pharma,3.9,(110),Pharma | Hyderabad +4 other locations,568,--
9769,SAGE Automation,4.1,(110),Industrial Automation | Pune +1 other locations,214,7
9770,Presto Stantest,4.0,(110),Industrial Machinery | Faridabad +6 other locations,350,1
9771,Associated Power Structures,4.3,(110),Oil & Gas | Vadodara +24 other locations,367,--
9772,Indogulf CropSciences,3.3,(110),Agro Chemicals | New Delhi +16 other locations,487,4
9773,Clarks Inn Group of Hotels,3.5,(110),Hospitality | New Delhi +37 other locations,336,9
9774,PVR PROJECTS,3.6,(110),Engineering & Construction | Hyderabad +10 other locations,422,4
9775,Tatsuno India,3.2,(110),Oil & Gas | Navi Mumbai +17 other locations,434,2
9776,Prominance uPVC Windows & Doors,3.5,(110),Building Material | Coimbatore +29 other locations,538,3
9777,Sage IT,3.7,(110),IT Services & Consulting | Hyderabad +7 other locations,816,20
9778,Anyone Home,4.2,(110),Internet | Pune +22 other locations,621,--
9779,Xitadel CAE Technologies,3.7,(110),Analytics & KPO | Bengaluru +4 other locations,440,3
9780,Dexian DISYS,3.3,(111),IT Services & Consulting | Chennai +9 other locations,662,24
9781,Optimus Pharma,3.9,(110),Pharma | Hyderabad +4 other locations,568,--
9782,VProtect,3.2,(110),Gurugram +8 other locations,335,--
9783,Nova Techset,3.2,(111),Printing & Publishing | Chennai +4 other locations,601,6
9784,Star Agriwarehousing and Collateral Management,3.6,(110),Agriculture | Mumbai +33 other locations,397,--
9785,RED CHIEF,4.0,(113),Retail | Kanpur +40 other locations,299,--
9786,ITDOSE INFOSYSTEMS,3.2,(110),IT Services & Consulting | Noida +6 other locations,456,15
9787,Associated Power Structures,4.3,(110),Oil & Gas | Vadodara +24 other locations,367,--
9788,PVR PROJECTS,3.6,(110),Engineering & Construction | Hyderabad +10 other locations,422,4
9789,Clarks Inn Group of Hotels,3.5,(110),Hospitality | New Delhi +37 other locations,336,9
9790,Indogulf CropSciences,3.3,(110),Agro Chemicals | New Delhi +16 other locations,487,4
9791,Unique Enterprises,3.3,(110),Internet | Mumbai +20 other locations,669,8
9792,Felix Generics,3.9,(110),Pharma | Indore +8 other locations,539,--
9793,Arco Lab,4.2,(110),Pharma | Bengaluru +6 other locations,1.1k,45
9794,Xitadel CAE Technologies,3.7,(110),Analytics & KPO | Bengaluru +4 other locations,440,3
9795,Guru Amardass International,3.5,(110),Noida +8 other locations,338,1
9796,Honeywell Aerospace,3.5,(110),Bengaluru +6 other locations,752,--
9797,Phoenix Mecano,3.9,(110),Industrial Machinery | Pune +8 other locations,666,--
9798,NextGen Invent,3.5,(110),IT Services & Consulting | Noida +5 other locations,348,11
9799,Imdaad,4.6,(110),Facility Management Services | Dubai +8 other locations,172,--
9800,Agile Capital Services,2.4,(109),New Delhi +14 other locations,66,--
